0.035568,0.118407,0.230578,0.251743,0.206327,0.181265,0.190169,0.176685,0.176527,0.195417,0.205185,0.202958,0.209740,0.213650,0.170216,0.183853,0.242185,0.326911,0.416264,0.395565,0.368129,0.341050,0.325095,0.362130,0.376594,0.341020,0.346442,0.370031,0.307481,0.212402,0.240735,0.226798,0.186983,0.147791,0.138918,0.165465,0.224893,0.226715,0.188190,0.132822,0.147264,0.148258,0.083034,0.022751,0.062822,0.082996,0.113278,0.079608,0.034726,0.058646,0.068317,0.031997,0.013752,0.048685,0.076714,0.152560,0.241305,0.216431,0.149804,0.072266,0.075257,0.065636,0.071782,0.069833,0.076696,0.128756,0.111513,0.055011,0.088634,0.092198,0.090065,0.077832,0.067574,0.098467,0.105621,0.093448,0.059430,0.049125,0.034414,0.036020,0.016133,0.030688,0.037337,0.027171,0.033123,0.008793,0.016295,0.024324,0.019841,0.025828,0.061589,0.029312,0.012838,0.011762,0.033201,0.038287,0.056178,0.118379,0.161182,0.138531,
0.076000,0.085248,0.087940,0.116592,0.145375,0.183704,0.199114,0.145795,0.082903,0.059640,0.031573,0.059146,0.087625,0.091348,0.055290,0.028621,0.040871,0.064161,0.082965,0.064692,0.012943,0.004943,0.006007,0.055014,0.036291,0.039154,0.071064,0.074225,0.095928,0.105778,0.111915,0.131180,0.047631,0.011028,0.008174,0.001876,0.019006,0.042090,0.028517,0.009354,0.007977,0.011645,0.022569,0.053690,0.097217,0.102743,0.102029,0.104111,0.041957,0.002036,0.002609,0.010843,0.037998,0.027200,0.017204,0.019649,0.050441,0.038432,0.063976,0.008964,0.005123,0.065209,0.073342,0.113923,0.111237,0.150757,0.169986,0.095002,0.075652,0.043039,0.084293,0.146676,0.135184,0.051413,0.010999,0.028673,0.001853,0.008693,0.029428,0.090296,0.109447,0.100885,0.130153,0.122195,0.085606,0.061552,0.055256,0.088149,0.058339,0.100666,0.135297,0.135037,0.124114,0.033635,0.021431,0.022189,0.005290,0.048777,0.082000,0.101700,
0.251559,0.255168,0.285705,0.290724,0.239315,0.246442,0.216392,0.178184,0.157761,0.181330,0.217674,0.192134,0.139490,0.135027,0.162293,0.151312,0.114798,0.173402,0.208855,0.203171,0.180378,0.128538,0.126388,0.104120,0.096552,0.116353,0.122440,0.114378,0.107002,0.157909,0.125918,0.132638,0.115537,0.065066,0.087901,0.145121,0.185433,0.207545,0.178700,0.162497,0.112547,0.055989,0.003745,0.025871,0.045825,0.109164,0.084472,0.077485,0.038183,0.002979,0.037102,0.000327,0.018626,0.024113,0.021777,0.021269,0.063079,0.115610,0.052075,0.032820,0.082993,0.095264,0.107079,0.133509,0.179070,0.202220,0.181402,0.135281,0.135062,0.157280,0.156143,0.199625,0.124865,0.069867,0.112905,0.097765,0.059234,0.063076,0.051392,0.093786,0.092510,0.054373,0.053193,0.040255,0.010974,0.043554,0.077938,0.084533,0.005994,0.000414,0.057458,0.043342,0.038803,0.034093,0.037896,0.049739,0.049362,0.019245,0.011181,0.005382,
0.151266,0.145946,0.079179,0.022167,0.005103,0.039652,0.082629,0.044253,0.029351,0.101806,0.144236,0.132815,0.070624,0.019576,0.030091,0.011867,0.029124,0.051188,0.057941,0.059983,0.040538,0.000136,0.045138,0.064022,0.003505,0.007455,0.019300,0.013644,0.047211,0.036038,0.008102,0.004847,0.012135,0.027438,0.025180,0.029253,0.006444,0.068925,0.049514,0.028693,0.009899,0.028790,0.082347,0.125908,0.077865,0.044507,0.027918,0.070680,0.085854,0.058205,0.086665,0.030860,0.023342,0.056589,0.013873,0.039331,0.051172,0.010589,0.054106,0.037883,0.023300,0.039758,0.050238,0.080298,0.070295,0.011395,0.009249,0.036411,0.096831,0.084827,0.029804,0.009552,0.029738,0.015504,0.060250,0.075755,0.049497,0.060478,0.065606,0.073744,0.023711,0.046950,0.112979,0.086052,0.071456,0.064786,0.088126,0.056921,0.034041,0.008591,0.041769,0.038519,0.039712,0.030695,0.018671,0.020070,0.004832,0.053173,0.049279,0.126442,
0.113941,0.082869,0.145129,0.177223,0.179959,0.078752,0.037290,0.050817,0.051952,0.084480,0.090370,0.087227,0.061198,0.083714,0.111791,0.128046,0.130162,0.105749,0.093242,0.063619,0.039334,0.017522,0.018130,0.029651,0.019189,0.026325,0.024520,0.008700,0.029833,0.038124,0.002495,0.045933,0.004029,0.000566,0.061934,0.098413,0.137031,0.104614,0.025329,0.040992,0.023677,0.135675,0.126313,0.084274,0.006592,0.041208,0.110552,0.087540,0.109911,0.106516,0.105931,0.142616,0.162758,0.141090,0.125204,0.126190,0.091060,0.080117,0.127175,0.174973,0.166128,0.115802,0.073092,0.130098,0.167635,0.198537,0.204955,0.093517,0.030779,0.060875,0.047164,0.130437,0.169701,0.174061,0.205152,0.170390,0.125748,0.130224,0.128372,0.198315,0.259265,0.258906,0.262070,0.266227,0.294346,0.246013,0.215405,0.246172,0.190909,0.137429,0.161251,0.237030,0.264940,0.282573,0.330926,0.321192,0.286514,0.298775,0.331473,0.324638,
0.028977,0.058575,0.099928,0.089561,0.062425,0.030147,0.022698,0.052701,0.137156,0.106440,0.051110,0.028219,0.002738,0.018808,0.064531,0.056779,0.008823,0.051044,0.034729,0.094864,0.059175,0.033475,0.038280,0.005101,0.038940,0.071423,0.087617,0.059423,0.059154,0.077422,0.003137,0.039475,0.003463,0.000700,0.035982,0.022482,0.049873,0.094875,0.077182,0.073247,0.104297,0.100438,0.126511,0.128462,0.091077,0.063724,0.065291,0.050596,0.026836,0.055991,0.056563,0.061196,0.128571,0.126761,0.069320,0.066576,0.107156,0.089102,0.048918,0.010192,0.051040,0.033353,0.031507,0.002546,0.036632,0.002691,0.034363,0.024593,0.042080,0.081174,0.123852,0.090977,0.020035,0.056022,0.082978,0.074124,0.015388,0.041272,0.022536,0.004055,0.050001,0.079440,0.101383,0.099074,0.028697,0.062389,0.056131,0.023504,0.007422,0.023447,0.030516,0.060039,0.061417,0.043891,0.032877,0.011523,0.043258,0.048579,0.038641,0.068518,
0.069446,0.011942,0.037016,0.013331,0.002306,0.013143,0.066844,0.086314,0.043487,0.026522,0.015056,0.064686,0.058483,0.026719,0.046535,0.073095,0.070140,0.128482,0.223509,0.243812,0.268355,0.283559,0.237352,0.207217,0.206124,0.251030,0.292256,0.249645,0.211269,0.192990,0.165184,0.116972,0.041210,0.056009,0.053681,0.022128,0.044171,0.074684,0.045641,0.053700,0.000031,0.020485,0.071462,0.104719,0.044375,0.009731,0.028215,0.018988,0.003050,0.012553,0.057119,0.068830,0.073559,0.095731,0.087355,0.116796,0.075241,0.063537,0.100235,0.053214,0.010653,0.032684,0.048256,0.044103,0.015143,0.011559,0.018477,0.048919,0.042555,0.006755,0.003580,0.002352,0.011095,0.013261,0.070988,0.114177,0.136999,0.162358,0.197533,0.216910,0.121231,0.053224,0.040882,0.049997,0.051956,0.032674,0.014660,0.041459,0.026018,0.083401,0.068570,0.079356,0.117988,0.068911,0.083145,0.067636,0.020920,0.010388,0.095207,0.174366,
0.203041,0.189276,0.173845,0.201452,0.169880,0.122824,0.057217,0.082548,0.183219,0.214713,0.191779,0.162887,0.111690,0.064082,0.065931,0.086937,0.195063,0.260459,0.232972,0.176131,0.189622,0.163524,0.138180,0.122405,0.097877,0.104757,0.145766,0.092025,0.008108,0.004971,0.048522,0.134302,0.226160,0.244576,0.236160,0.261994,0.298025,0.273873,0.190961,0.144515,0.104550,0.176102,0.241910,0.202254,0.185945,0.191114,0.215980,0.174639,0.156017,0.145154,0.134046,0.156507,0.201753,0.195814,0.140344,0.111988,0.093500,0.066816,0.023055,0.003418,0.103356,0.159932,0.095578,0.055726,0.084545,0.086923,0.103411,0.068073,0.028969,0.022211,0.072471,0.084077,0.089745,0.072999,0.096776,0.052421,0.021656,0.071404,0.079546,0.004969,0.038988,0.021812,0.004273,0.032942,0.066066,0.108129,0.045533,0.023689,0.068769,0.068988,0.079675,0.099457,0.038167,0.034974,0.019413,0.042874,0.024064,0.026168,0.000640,0.045314,
0.117161,0.140659,0.242298,0.303330,0.284543,0.225244,0.145961,0.094699,0.147420,0.162574,0.122461,0.083167,0.099018,0.156973,0.190027,0.133134,0.014361,0.047261,0.059484,0.027726,0.007097,0.020854,0.000461,0.045405,0.022013,0.007866,0.022695,0.044161,0.005062,0.075795,0.139514,0.098009,0.061678,0.085336,0.071431,0.008779,0.066683,0.020963,0.069213,0.062917,0.001167,0.092965,0.081009,0.026954,0.071715,0.059804,0.096818,0.067043,0.003065,0.059396,0.109587,0.093782,0.073216,0.031944,0.063648,0.056345,0.022358,0.023573,0.015302,0.058501,0.013420,0.015660,0.021173,0.060632,0.027016,0.065373,0.109997,0.109208,0.037419,0.037031,0.040817,0.020289,0.008936,0.002038,0.023158,0.025989,0.037848,0.044274,0.017226,0.067766,0.045183,0.033529,0.081435,0.062239,0.047867,0.054672,0.040793,0.029369,0.025007,0.027828,0.022035,0.047356,0.125332,0.107830,0.077225,0.005531,0.019749,0.015920,0.086151,0.108881,
0.099911,0.134340,0.211665,0.212821,0.148024,0.070483,0.000591,0.072178,0.107311,0.092995,0.080069,0.073230,0.069885,0.120898,0.161414,0.147335,0.109934,0.090476,0.087942,0.118705,0.090811,0.114802,0.114549,0.092569,0.060475,0.081130,0.024559,0.044364,0.010806,0.021222,0.081317,0.065013,0.003726,0.011055,0.090515,0.047955,0.045112,0.002199,0.110286,0.133042,0.112326,0.155893,0.231995,0.208111,0.178199,0.212273,0.159978,0.110571,0.000453,0.028659,0.033657,0.047845,0.007213,0.071034,0.094213,0.072758,0.019707,0.019981,0.013277,0.035722,0.047526,0.013864,0.011282,0.018586,0.046953,0.037656,0.055335,0.029790,0.031494,0.060003,0.026805,0.041748,0.020936,0.038155,0.048509,0.042806,0.074319,0.062937,0.020282,0.032916,0.099030,0.045083,0.003743,0.023316,0.026582,0.023295,0.001704,0.000922,0.033254,0.047223,0.048288,0.042812,0.045101,0.030479,0.009259,0.021524,0.019075,0.020628,0.001236,0.043269,
0.010215,0.004201,0.012006,0.048950,0.020601,0.026463,0.015894,0.103381,0.140106,0.086851,0.009806,0.008641,0.009479,0.049366,0.035115,0.022326,0.010122,0.015589,0.049837,0.031101,0.063883,0.085513,0.022312,0.032573,0.007113,0.008579,0.009746,0.017458,0.071408,0.054927,0.009132,0.025569,0.000181,0.069347,0.139662,0.088545,0.033542,0.021671,0.078896,0.012262,0.078145,0.090216,0.054006,0.053341,0.091032,0.074102,0.069543,0.049555,0.065543,0.064178,0.053242,0.090953,0.140165,0.110434,0.053547,0.087769,0.127246,0.160420,0.147311,0.125886,0.130621,0.120100,0.077585,0.053230,0.050542,0.051862,0.069039,0.080918,0.105304,0.111786,0.089389,0.057412,0.057276,0.097535,0.164542,0.194174,0.121069,0.097275,0.139034,0.132179,0.116040,0.099880,0.139986,0.131212,0.118954,0.116518,0.109720,0.130887,0.153610,0.107365,0.072992,0.032110,0.056202,0.081578,0.095082,0.114653,0.132967,0.212203,0.232836,0.210675,
0.000687,0.038462,0.067831,0.032499,0.030596,0.026693,0.029958,0.052348,0.053759,0.049678,0.088020,0.094888,0.098611,0.087157,0.143980,0.157827,0.118344,0.112030,0.123820,0.079874,0.067374,0.092994,0.050218,0.062436,0.113436,0.118793,0.037978,0.043364,0.095522,0.125660,0.059328,0.020273,0.071077,0.110871,0.126018,0.074760,0.049386,0.031956,0.037792,0.041323,0.049286,0.015554,0.008234,0.019379,0.003370,0.062551,0.113389,0.073173,0.031785,0.028098,0.084527,0.107121,0.058995,0.001044,0.038749,0.022196,0.026663,0.040253,0.002255,0.030911,0.034264,0.074008,0.081113,0.039881,0.031527,0.092560,0.064970,0.015145,0.015581,0.070923,0.083674,0.007946,0.090804,0.075738,0.006203,0.075197,0.113180,0.046000,0.017794,0.006701,0.032776,0.089954,0.097369,0.051129,0.018343,0.032681,0.150737,0.230622,0.154434,0.055606,0.096871,0.161079,0.116599,0.157019,0.169511,0.173226,0.156739,0.094722,0.083095,0.039568,
0.205515,0.203020,0.171191,0.150315,0.162462,0.208790,0.216394,0.228729,0.154647,0.104051,0.102527,0.115959,0.106390,0.097520,0.086013,0.065831,0.058289,0.090564,0.021599,0.032020,0.057923,0.030502,0.003951,0.001255,0.017063,0.046773,0.058954,0.064454,0.051535,0.051691,0.021739,0.036463,0.115803,0.185307,0.212338,0.194627,0.170649,0.148060,0.146327,0.128729,0.150074,0.174272,0.168943,0.143575,0.137837,0.126149,0.131219,0.196413,0.234937,0.210934,0.173833,0.156072,0.190998,0.255080,0.215728,0.157142,0.138931,0.199342,0.245239,0.234425,0.172072,0.146610,0.158364,0.182767,0.172231,0.126796,0.142661,0.236474,0.254736,0.211979,0.151125,0.138813,0.095416,0.006310,0.003496,0.057519,0.095236,0.093494,0.124951,0.115727,0.075212,0.002816,0.005338,0.077620,0.127325,0.148520,0.128766,0.111864,0.122600,0.105809,0.093419,0.070425,0.097054,0.122432,0.130513,0.122057,0.040596,0.011452,0.007045,0.025517,
0.024220,0.036986,0.025225,0.000549,0.029304,0.067675,0.033466,0.000085,0.017213,0.016474,0.013838,0.042693,0.046919,0.018580,0.017306,0.012281,0.026632,0.044872,0.013103,0.054035,0.048208,0.088059,0.097812,0.103302,0.110837,0.063877,0.052507,0.109199,0.088692,0.036538,0.042618,0.056897,0.055885,0.005927,0.044707,0.040825,0.023735,0.037266,0.076518,0.103744,0.064948,0.024286,0.023172,0.003495,0.055203,0.068308,0.056065,0.030599,0.003535,0.006535,0.013059,0.034914,0.021387,0.057791,0.041679,0.026103,0.063891,0.059802,0.057216,0.022737,0.033232,0.014245,0.008049,0.020504,0.002995,0.020497,0.060414,0.055174,0.021020,0.038001,0.057805,0.101454,0.069917,0.008085,0.036786,0.045334,0.025458,0.018044,0.067602,0.061339,0.032270,0.010141,0.064964,0.162888,0.155710,0.054045,0.022074,0.046972,0.072737,0.050078,0.093074,0.174708,0.187348,0.141312,0.082850,0.070167,0.044495,0.025563,0.035907,0.044652,
0.031113,0.016568,0.041966,0.042217,0.010591,0.026451,0.011625,0.003822,0.030818,0.024144,0.029087,0.043970,0.072897,0.083600,0.113067,0.157730,0.088261,0.017083,0.052862,0.039430,0.039137,0.080315,0.079539,0.102832,0.062943,0.050184,0.061441,0.070886,0.042077,0.000326,0.028615,0.015840,0.002596,0.002301,0.008135,0.018834,0.046428,0.087998,0.100807,0.075687,0.080797,0.050304,0.027999,0.020283,0.066516,0.008946,0.057118,0.018691,0.011177,0.054680,0.089559,0.132342,0.111929,0.025983,0.009971,0.007961,0.016011,0.043227,0.018499,0.012264,0.023202,0.093600,0.091999,0.039840,0.044499,0.076807,0.117599,0.111846,0.122409,0.110880,0.108999,0.166510,0.201287,0.157919,0.091071,0.112110,0.161962,0.137769,0.089549,0.076423,0.062421,0.081589,0.065887,0.079352,0.055025,0.006877,0.006818,0.032661,0.064353,0.015520,0.033287,0.041303,0.066346,0.093757,0.089585,0.031054,0.016126,0.006305,0.001159,0.028766,
0.070439,0.061207,0.006029,0.007930,0.032406,0.038480,0.028077,0.051955,0.080943,0.084149,0.132928,0.153673,0.130133,0.104080,0.096699,0.105228,0.156857,0.125258,0.129601,0.134534,0.127025,0.159425,0.250375,0.266014,0.218274,0.151458,0.130202,0.121355,0.114380,0.112866,0.177065,0.220655,0.216719,0.144539,0.132585,0.147237,0.158273,0.204555,0.185438,0.174266,0.179033,0.185654,0.181262,0.135754,0.102069,0.134480,0.174593,0.142302,0.111604,0.104344,0.108740,0.142207,0.228003,0.227391,0.221702,0.169245,0.164925,0.225860,0.312252,0.329907,0.263883,0.231052,0.217745,0.229881,0.254530,0.215040,0.192533,0.178291,0.169104,0.209954,0.215746,0.209544,0.179789,0.191813,0.212664,0.177779,0.172066,0.207046,0.294138,0.336983,0.321460,0.298432,0.275021,0.234387,0.244966,0.214954,0.181754,0.206563,0.189270,0.166819,0.210035,0.263971,0.327841,0.407127,0.437693,0.426992,0.414174,0.385803,0.393102,0.363591,
0.044815,0.045245,0.107557,0.053287,0.010392,0.022305,0.002437,0.009425,0.032586,0.031302,0.062230,0.081101,0.063012,0.061699,0.053884,0.083118,0.103794,0.064788,0.041651,0.093493,0.100140,0.106486,0.154717,0.156148,0.094324,0.098821,0.174232,0.170718,0.086127,0.065021,0.064505,0.085833,0.110425,0.102766,0.111072,0.132868,0.134979,0.163026,0.223740,0.165940,0.131807,0.147246,0.124238,0.092522,0.132291,0.180752,0.125205,0.016147,0.027244,0.101592,0.174578,0.212061,0.182093,0.195251,0.226170,0.257432,0.239756,0.199422,0.211441,0.210098,0.223868,0.164968,0.204766,0.212838,0.167087,0.216008,0.250979,0.265350,0.257472,0.231766,0.182186,0.205676,0.222993,0.222347,0.180309,0.185753,0.215905,0.241335,0.264303,0.327754,0.284126,0.221941,0.218773,0.272950,0.335317,0.359947,0.358886,0.327718,0.291233,0.282953,0.256718,0.195903,0.218346,0.287783,0.317983,0.328222,0.362182,0.373105,0.374041,0.314159,
0.024568,0.010792,0.004450,0.036282,0.066786,0.015668,0.003826,0.036325,0.097206,0.078120,0.034455,0.023732,0.053161,0.033900,0.006656,0.002354,0.010272,0.017530,0.009908,0.018063,0.084661,0.094563,0.050443,0.033818,0.009358,0.006719,0.022880,0.017205,0.012729,0.112288,0.106685,0.017379,0.105570,0.048961,0.069933,0.114899,0.021859,0.036511,0.050090,0.002140,0.010673,0.031296,0.043512,0.047272,0.113660,0.037593,0.007268,0.002379,0.032396,0.067646,0.101893,0.095114,0.085411,0.066914,0.031636,0.019487,0.026367,0.034125,0.008754,0.005755,0.058388,0.077878,0.045633,0.013649,0.032794,0.009050,0.016462,0.009509,0.033483,0.094195,0.077322,0.070159,0.088548,0.064900,0.060094,0.112631,0.151500,0.193187,0.212669,0.211213,0.184198,0.120798,0.104678,0.121004,0.171401,0.173142,0.144581,0.164049,0.197455,0.195999,0.186631,0.148417,0.109550,0.118404,0.135461,0.120428,0.160888,0.206264,0.151360,0.221434,
0.001514,0.071224,0.045367,0.005985,0.019066,0.031594,0.033191,0.008503,0.010227,0.009722,0.020395,0.031820,0.034126,0.030470,0.029641,0.019400,0.008779,0.007826,0.032809,0.031636,0.058987,0.075503,0.035515,0.011973,0.009097,0.040758,0.067131,0.076410,0.030241,0.025632,0.012378,0.017012,0.031646,0.003931,0.011373,0.028515,0.020801,0.041734,0.070442,0.132494,0.125151,0.090299,0.094342,0.085461,0.081920,0.114524,0.120113,0.114879,0.079374,0.035392,0.010490,0.009631,0.043966,0.006982,0.053743,0.055840,0.059004,0.024083,0.037913,0.058447,0.053190,0.017892,0.058194,0.078843,0.068116,0.002895,0.105428,0.079606,0.034172,0.004175,0.020898,0.016513,0.022782,0.000057,0.005631,0.046151,0.046019,0.025550,0.004312,0.017594,0.004235,0.026134,0.015635,0.019624,0.026849,0.013149,0.048931,0.055049,0.078887,0.088642,0.089029,0.111626,0.134768,0.110004,0.060223,0.009833,0.009144,0.062041,0.117845,0.135113,
0.044060,0.056824,0.027912,0.055269,0.120640,0.080245,0.035410,0.062790,0.116830,0.127151,0.051254,0.005139,0.005286,0.018841,0.024129,0.039188,0.019367,0.012866,0.062109,0.097758,0.048798,0.012184,0.029967,0.020924,0.054752,0.104865,0.017685,0.095535,0.088369,0.043372,0.050020,0.055321,0.027873,0.044800,0.038522,0.018802,0.035649,0.062388,0.102488,0.121588,0.081415,0.064999,0.033746,0.006986,0.046251,0.070796,0.061245,0.029153,0.024073,0.005609,0.009552,0.023929,0.047651,0.057001,0.004374,0.084713,0.094068,0.051746,0.047696,0.082805,0.028125,0.074756,0.085524,0.027315,0.074452,0.060258,0.009298,0.065029,0.031578,0.038510,0.047663,0.058643,0.032730,0.008664,0.026877,0.021729,0.114931,0.095400,0.022264,0.015761,0.032851,0.068325,0.082567,0.052491,0.036072,0.002612,0.004477,0.030666,0.059583,0.078174,0.139599,0.168178,0.141957,0.130307,0.104433,0.094333,0.094076,0.107886,0.144519,0.147516,
0.067529,0.089343,0.094974,0.127919,0.143725,0.096040,0.127553,0.215189,0.199960,0.163043,0.135908,0.128168,0.074579,0.002961,0.058582,0.108065,0.119727,0.113872,0.111129,0.075294,0.068177,0.111498,0.106441,0.052937,0.044382,0.058501,0.130329,0.100519,0.025138,0.037674,0.048554,0.038820,0.078824,0.053903,0.048978,0.104176,0.051099,0.020427,0.030297,0.016970,0.019001,0.027353,0.037502,0.020272,0.022941,0.038163,0.005186,0.043559,0.000428,0.054301,0.018669,0.018571,0.030220,0.016597,0.015321,0.013353,0.077355,0.027770,0.025195,0.083138,0.115457,0.122752,0.157466,0.151056,0.165170,0.195612,0.143954,0.115889,0.116445,0.102907,0.118311,0.183855,0.177238,0.089694,0.054194,0.148153,0.186099,0.136553,0.193868,0.243359,0.186834,0.150265,0.187409,0.222624,0.271354,0.323478,0.325259,0.276214,0.170714,0.103841,0.117676,0.193517,0.238732,0.255279,0.257039,0.206598,0.206630,0.214059,0.199391,0.265708,
